Submission Date,Property ID,Built,Street Address,SQFT,Auditor,Auditor Phone,Audit Company,Audit Date,Window Type,Window Shading Type,Attic Insulation Type,Average R Value,Open Chase,Cooling System,Condenser Mfg Date ,EER ,Heating system,Heat Fuel Type,Furnace Mfg Date ,AFUE ,Duct Leakage (CFM),Duct  Leakage  (%),Duct System Type,Power Partner Participant,Cooling System2,Condenser Mfg Date 2,EER 2,Heating System2,Heat Fuel Type2,Furnace Mfg Date 2,AFUE 2,Pressure Leakage 2 (CFM),Leakage 2 (%),Duct System 2  Type,Door Weather Stripped,Attic Hatches Weather Stripped,Plumbing Penetrations Sealed,Water Heater Type,Toilet Type
03/02/2016 12:00:00 AM,248378,1981," 8110   BAYWOOD DR Unit A Austin, TX, 78759",1162,Vance Acker,(512) 922-7522,Green Leaf Energy,03/02/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Rockwool,23.2,No chases in residence.,HeatPump,2013,11.5,Heat Pump,Electric,post-06,60,145 CFM,12.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
01/15/2016 12:00:00 AM,261763,1983," 11908   Snow Finch RD Austin, TX, 78758",1138,Coby Sackett,(512) 563-3913,Green Austin Energy Audits,01/15/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Solar Screens, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,31.8400702987697,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,204 CFM,25.50%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
12/01/2016 12:00:00 AM,288351,2001," 1101   Valdez ST Austin, TX, 78741",1139,Kurt Kunkle,(512) 879-3567,Austin Auditors,12/01/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",trees providing shading. ,LF- Rockwool,17.4,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,161 CFM,20.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
11/14/2016 12:00:00 AM,210124,1932," 2830   Pearl ST Austin, TX, 78705",1140,Robert Scott,(512) 986-7045,Green Collar Operations,11/14/2016 12:00:00 AM,Double Pane Windows Installed ,,LF- Fiberglass & Insulsafe,0,No chases in residence.,CentralAir,1993,9,Central,Gas,90-05,60,168 CFM,14.00%,Mylar Flex  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
11/16/2015 12:00:00 AM,246978,1970," 8000   Sonnet AVE Unit B Austin, TX, 78759",1140,Chad Roesch,(512) 636-9728,A-1 Energy Audits,11/16/2015 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Fiberglass & Insulsafe,6.6,No chases in residence.,CentralAir,2011,11.5,Central,Gas,post-06,80,192 CFM,19.20%,Duct Board  ,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
05/27/2016 12:00:00 AM,254093,1973," 10415   Quail Ridge  DR Austin, TX, 78758",1140,Coby Sackett,(512) 466-7679,Earth Energy Audits,05/27/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ",Tree Cover  providing shading. ,LF- Rockwool,15.4070175438596,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,277 CFM,27.70%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
07/19/2016 12:00:00 AM,286208,1984," 2001   Parker LN Unit 124 Austin, TX, 78741",1140,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,07/19/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,20.9,No chases in residence.,HeatPump,2010,11.5,Heat Pump,Electric,post-06,80,130 CFM,16.30%,Duct Board  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,Electric,1 High efficiency toilet(s)
05/20/2016 12:00:00 AM,286220,1984," 2001   Parker LN Unit 136 Austin, TX, 78741",1140,Mitch Young,(512) 535-6815,"Aspen Environmental, Inc.",05/20/2016 12:00:00 AM,Double Pane Windows Installed ,,LF- Fiberglass & Insulsafe,17.6,No chases in residence.,HeatPump,2012,11.5,Heat Pump,Electric,post-06,80,189 CFM,15.80%,Duct Board  ,No,None,2015,11.5,None,Electric,post-06,80,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,Electric,1 High efficiency toilet(s)
07/21/2016 12:00:00 AM,328036,1977," 6207   Shadow BND Austin, TX, 78745",1140,James Davis,(512) 589-3038,Energy Audit Masters,07/21/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Solar Screens, trees providing shading. ",LF- Fiberglass & Insulsafe,0,No chases in residence.,CentralAir,1996,9,Central,Gas,90-05,80,112 CFM,9.30%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
07/20/2016 12:00:00 AM,522508,1984," 5600   Driftwood DR Austin, TX, 78731",1140,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,07/20/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Rockwool,8.7,No chases in residence.,HeatPump,2011,11.5,Heat Pump,Electric,post-06,80,132 CFM,9.40%,Sheet Metal,No,Window Unit,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,Electric,"1 Low efficiency toilet(s), 1 High efficiency toilet(s)"
02/16/2016 12:00:00 AM,188321,1950," 1706   Riverview ST Unit B Austin, TX, 78702",1142,Kurt Kunkle,(512) 879-3567,Austin Auditors,02/16/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",Batts- Fiberglass,12.8,No chases in residence.,HeatPump,2005,11.5,Heat Pump,Electric,90-05,60,160 CFM,13.30%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Yes,Plumbing penetrations are sealed,NaturalGas,1 High efficiency toilet(s)
05/31/2016 12:00:00 AM,333982,1991," 7905   Willet TRL Austin, TX, 78745",1142,Sam Bruce,(512) 467-0005,Green Zone Home,05/31/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings,  providing shading. ",Batts- Fiberglass,22.4,No chases in residence.,CentralAir,2016,11.5,Central,Gas,post-06,80,163 CFM,20.40%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
02/07/2016 12:00:00 AM,335318,1979," 5914   Hammermill Run   Austin, TX, 78744",1142,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,02/07/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ","Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2001,9,Central,Gas,90-05,80,294 CFM,29.40%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
04/18/2016 12:00:00 AM,207561,1949," 3705   Grayson LN Austin, TX, 78722",1143,Kurt Kunkle,(512) 879-3567,Austin Auditors,04/18/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ",Trees providing shading. ,LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,149 CFM,14.90%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
10/20/2016 12:00:00 AM,246175,1968," 8517   Woodstone DR Austin, TX, 78757",1143,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,10/20/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, trees providing shading. ",LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2004,9,Central,Gas,post-06,80,86 CFM,7.20%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/29/2016 12:00:00 AM,260473,1982," 1602   Morning Quail  DR Austin, TX, 78758",1143,Coby Sackett,(512) 584-9990,Axis Green Services ,08/29/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings, Tree Cover  providing shading. ",LF- Cellulose,30.88818898,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,238 CFM,29.80%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
09/14/2016 12:00:00 AM,460657,1979," 505   Provines DR Austin, TX, 78753",1143,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,09/14/2016 12:00:00 AM,Single Pane Windows Installed ,carport/trees providing shading. ,LF- Fiberglass & Insulsafe,35.2,No chases in residence.,CentralAir,2013,11.5,Central,Gas,post-06,80,149 CFM,14.90%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
07/28/2016 12:00:00 AM,200764,1949," 2940 E 14TH ST Austin, TX, 78702",1144,Vance Acker,(512) 922-7522,Green Leaf Energy,07/28/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,25.152,No chases in residence.,CentralAir,2006,11.5,Central,Gas,90-05,80,190 CFM,19.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
05/02/2016 12:00:00 AM,255271,1978," 10505   Little Pebble DR Unit A Austin, TX, 78758",1144,Kurt Kunkle,(512) 879-3567,Austin Auditors,05/02/2016 12:00:00 AM,Single Pane Windows Installed ,Trees providing shading. ,LF- Fiberglass & Insulsafe,16.31888112,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,189 CFM,23.60%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
11/30/2015 12:00:00 AM,266874,1985," 12822   Staton DR Austin, TX, 78727",1144,Kurt Kunkle,(512) 879-3567,Austin Auditors,11/30/2015 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,1985,8,Central,Gas,90-05,80,182 CFM,18.20%,Mylar Flex  Grey Flex  Duct Board  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
12/07/2015 12:00:00 AM,289281,1950," 6106   Caddie ST Austin, TX, 78741",1144,Kurt Kunkle,(512) 879-3567,Austin Auditors,12/07/2015 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",Batts- Fiberglass,16,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,154 CFM,9.60%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
05/05/2016 12:00:00 AM,497002,1982," 8200   Neely  DR Unit 241 Austin, TX, 78759",1144,Coby Sackett,(512) 466-7679,Earth Energy Audits,05/05/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, Awnings, Tree Cover  providing shading. ",LF- Cellulose,28.84244466,No chases in residence.,CentralAir,2002,9,Heat Pump,Electric,90-05,60,82 CFM,10.30%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
04/14/2016 12:00:00 AM,721446,2005," 1201   Grove BLVD Unit 1004 Austin, TX, 78741",1144,Kurt Kunkle,(512) 879-3567,Austin Auditors,04/14/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ",Trees providing shading. ,LF- Fiberglass & Insulsafe,33,No chases in residence.,HeatPump,,8,Heat Pump,Electric,Unknown,60,147 CFM,14.70%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
12/17/2015 12:00:00 AM,321463,1981," 3812   Kandy DR Austin, TX, 78749",1219,Vance Acker,(512) 922-7522,Green Leaf Energy,12/17/2015 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,11,No chases in residence.,CentralAir,2002,9,Central,Gas,90-05,60,170 CFM,17.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
05/17/2016 12:00:00 AM,198976,1958," 3605   Grant ST Austin, TX, 78721",1145,Chad Roesch,(512) 636-9728,A-1 Energy Audits,05/17/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",trees providing shading. ,Batts- Fiberglass,12.8,Insulate and/or seal open building chases.,CentralAir,2003,9,Central,Gas,90-05,80,174 CFM,17.40%,Mylar Flex  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
11/11/2016 12:00:00 AM,107179,1979," 606 W Lynn ST Unit 27 Austin, TX, 78703",1146,Chad Roesch,(512) 636-9728,A-1 Energy Audits,11/11/2016 12:00:00 AM,Double Pane Windows Installed ,trees providing shading. ,LF- Cellulose,21,No chases in residence.,CentralAir,,8,Heat Pump,Electric,post-06,60,153 CFM,19.10%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,Electric,3 Low efficiency toilet(s)
10/11/2016 12:00:00 AM,338119,1973," 7403   Lunar DR Austin, TX, 78745",1146,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,10/11/2016 12:00:00 AM,Single Pane Windows Installed ,Solar Screens providing shading. ,LF- Cellulose,21,No chases in residence.,CentralAir,2012,11.5,Central,Gas,post-06,80,130 CFM,16.30%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
11/11/2016 12:00:00 AM,423616,1985," 4711   Spicewood Springs  RD Unit 5-125 Austin, TX, 78759",1147,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,11/11/2016 12:00:00 AM,Double Pane Windows Installed ,"Awnings, Trees providing shading. ",No Access,22,No chases in residence.,CentralAir,1985,8,Central,Electric,Unknown,80, CFM,> 80 %,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
01/20/2016 12:00:00 AM,244438,1960," 1509   FAIRFIELD  DR Austin, TX, 78757",1148,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,01/20/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Cellulose,24.5,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,135 CFM,16.90%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/27/2016 12:00:00 AM,244491,1963," 8204   Renton DR Austin, TX, 78757",1148,Vance Acker,(512) 922-7522,Green Leaf Energy,01/27/2016 12:00:00 AM,Double Pane Windows Installed ,Solar Screens providing shading. ,Batts- Fiberglass,19.2,No chases in residence.,CentralAir,2006,11.5,Central,Gas,post-06,60,200 CFM,14.30%,Sheet Metal,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,Electric,2 Low efficiency toilet(s)
09/28/2016 12:00:00 AM,250782,1981," 215 W GARRETT RUN   Austin, TX, 78753",1148,Kurt Kunkle,(512) 879-3567,Austin Auditors,09/28/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings,  providing shading. ",LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,153 CFM,19.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
03/21/2016 12:00:00 AM,330940,1982," 3111   Darnell DR Austin, TX, 78745",1148,Kurt Kunkle,(512) 879-3567,Austin Auditors,03/21/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Trees providing shading. ,Batts- Rockwool,11.28013937,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,412 CFM,41.20%,Mylar Flex  Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
09/02/2016 12:00:00 AM,485684,1981," 8102 S 1st ST Austin, TX, 78748",1148,Kurt Kunkle,(512) 879-3567,Austin Auditors,09/02/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Tree providing shading. ",LF- Fiberglass & Insulsafe,36.9592334494773,No chases in residence.,CentralAir,2007,11.5,Central,Gas,post-06,80,140 CFM,14.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,Unknown
01/12/2016 12:00:00 AM,239423,1959," 1709   Duke AVE Austin, TX, 78757",1149,Vance Acker,(512) 922-7522,Green Leaf Energy,01/12/2016 12:00:00 AM,Single Pane Windows Installed ,Awnings providing shading. ,LF- Fiberglass & Insulsafe,0,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,60,120 CFM,15.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
09/30/2016 12:00:00 AM,423638,1985," 4711   Spicewood Springs RD Unit 136 Austin, TX, 78759",1149,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,09/30/2016 12:00:00 AM,Double Pane Windows Installed ,trees providing shading. ,No Access,0,No chases in residence.,HeatPump,2015,11.5,Heat Pump,Electric,post-06,60,335 CFM,33.50%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
10/10/2016 12:00:00 AM,136838,1992," 6000   Shepherd Mountain  CV Unit 2203 Austin, TX, 78730",1150,Kurt Kunkle,(512) 879-3567,Austin Auditors,10/10/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,17.6,No chases in residence.,HeatPump,2014,11.5,Heat Pump,Electric,post-06,60,198 CFM,16.50%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
03/25/2016 12:00:00 AM,269330,1986," 13009   Widge DR Austin, TX, 78727",1150,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,03/25/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings, Trees providing shading. ",LF- Rockwool,22.28043478,No chases in residence.,CentralAir,2005,11.5,Central,Gas,90-05,80,120 CFM,15.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
06/22/2016 12:00:00 AM,324824,1977," 2008   Ponciana Lp Austin, TX, 78744",1150,Chad Roesch,(512) 636-9728,A-1 Energy Audits,06/22/2016 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Rockwool,29,Insulate and/or seal open building chases.,CentralAir,2012,11.5,Central,Gas,post-06,90,167 CFM,20.90%,Duct Board  ,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/05/2016 12:00:00 AM,237648,1951," 1515   RICHCREEK  RD Austin, TX, 78757",1151,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,01/05/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2013,11.5,Central,Gas,post-06,80,150 CFM,15.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
03/07/2016 12:00:00 AM,721448,2005," 1201   Grove BLVD Unit 1102 Austin, TX, 78741",1151,Coby Sackett,(512) 466-7679,Earth Energy Audits,03/07/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,No Access,26,No chases in residence.,CentralAir,2005,11.5,Heat Pump,Electric,90-05,60,124 CFM,15.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
09/08/2016 12:00:00 AM,195227,1983," 3000   Kulman AVE Austin, TX, 78702",1152,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,09/08/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Cellulose,28,No chases in residence.,CentralAir,2011,11.5,Central,Gas,90-05,80,104 CFM,10.40%,Mylar Flex  Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
09/14/2016 12:00:00 AM,229993,1956," 1010   Alegria RD Austin, TX, 78757",1152,Chad Roesch,(512) 636-9728,A-1 Energy Audits,09/14/2016 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Cellulose,21,No chases in residence.,CentralAir,2001,9,Central,Gas,90-05,80,155 CFM,19.40%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
10/13/2016 12:00:00 AM,240317,1952," 8015   TISDALE DR Austin, TX, 78757",1152,Vance Acker,(512) 922-7522,Green Leaf Energy,10/13/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Rockwool,20.3,No chases in residence.,CentralAir,2003,9,Central,Gas,90-05,80,200 CFM,20.00%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,1 Low efficiency toilet(s)
08/03/2016 12:00:00 AM,554760,1972," 2316   BITTER CREEK DR Austin, TX, 78744",1325,Vance Acker,(512) 922-7522,Green Leaf Energy,08/03/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Rockwool,8.7,No chases in residence.,CentralAir,2015,11.5,Central,Gas,post-06,80,200 CFM,16.70%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
04/04/2016 12:00:00 AM,323143,1986," 6100   Emerald Forest  DR Austin, TX, 78745",1152,Coby Sackett,(512) 466-7679,Earth Energy Audits,04/04/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,28.940625,No chases in residence.,CentralAir,2001,9,Central,Gas,90-05,80,139 CFM,13.90%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/08/2016 12:00:00 AM,229857,1959," 5913   SUNSHINE DR Austin, TX, 78757",1154,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,01/08/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,6.6,No chases in residence.,CentralAir,2002,9,Central,Gas,90-05,80,255 CFM,21.30%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,1 Low efficiency toilet(s)
05/16/2016 12:00:00 AM,503813,1973," 5000   POWDER RIVER RD Austin, TX, 78759",1154,Vance Acker,(512) 922-7522,Green Leaf Energy,05/16/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,20.9565217391304,No chases in residence.,CentralAir,2009,11.5,Central,Gas,post-06,60,220 CFM,22.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/02/2016 12:00:00 AM,316786,1959," 4614 S 1st  ST Austin, TX, 78745",1155,Coby Sackett,(512) 584-9990,Axis Green Services ,08/02/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,37.4,No chases in residence.,CentralAir,2011,11.5,Central,Gas,post-06,80,323 CFM,32.30%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
03/20/2016 12:00:00 AM,245063,1971," 9702   OCHILTREE  DR Austin, TX, 78753",1157,Amir Faghih,(512) 228-6633,Approved Energy Audits,03/20/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,9.723076923,No chases in residence.,CentralAir,1997,9,Central,Gas,Unknown,80,188 CFM,23.50%,Duct Board  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
02/26/2016 12:00:00 AM,257823,1982," 12100   Carnforth DR Austin, TX, 78753",1158,Vance Acker,(512) 922-7522,Green Leaf Energy,02/26/2016 12:00:00 AM,Single Pane Windows Installed ,Awnings providing shading. ,LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,2011,11.5,Central,Gas,90-05,60,215 CFM,17.90%,Grey Flex  ,No,Window Unit,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
